OBJECTID,GIS_ID,Address,GravelParking,PavedParking,TotalBaseballDiamonds,RegulationDiamond,RegulationDiamondLighted,RegulationDiamondIrrigated,PeeweeDiamond,PeeweeDiamondLighted,PeeweeDiamondIrrigated,OtherDiamonds,FullSizeSoccer,FullSizeSoccerLighted,FullSizeSoccerIrrigated,TournamentSizeSoccer,TournamentSizeSoccerLighted,TournamentSizeSoccerIrrigated,MiniSoccer,FullSizeFootball,FullSizeFootballLighted,FullSizeFootballIrrigated,ArenaName,NumberOfIcePads,TennisCourts,TennisCourtsLighted,MultiUsePads,PoolName,PoolType,NumberOfPools,WadingPools,SprayPads,PlayStructure,PlayYear,WalkingTrail,PavedPathway,TotalPathway,FullSizeBasketball,HalfSizeBasketball,SkateboardPark,Swings,SwingSets,OffLeashPark,CommunityCentre,RecreationCentre,FieldHouse,ParkCategory,OtherFacilities,RunningTrack,GolfCourse,ConcessionStand,PicnicShelter,DrinkingFountain,Benches,PicnicTable,Washroom,OutdoorRink,ParkSign,GarbageCan,Light,CampusCommunity,BoatRamp,AdultExerciseStation,SwmPond,NaturalizationProgram,CommunityGarden,YearParkAdded,Pnumber,GIS_FeatureKey,VolleyballCourts,CricketPitch,PickleballCourt,ShapeSTArea,ShapeSTLength
3043,72,380 Dundas St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,88.2,88.2,0,0,0,0,0,Y,N,N,N,, ,N,N,N,N,N,6,N,N,N,Y,Y,Y,N,N,N,N,N,N, ,P-077,Campbell Memorial Park,0,0,0,1569.23584,196.1478969
3044,73,1 Adelaide St S,0,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2017,0,521.8,521.8,0,0,0,2,1,N,N,N,N,N,Playground with rubber,N,N,N,N,N,2,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-078,Chelsea Green Park,0,0,0,38138.79102,1198.708442
3045,74,284 Admiral Dr,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,228.5008,228.5008,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-079,Admiral Park,0,0,0,12401.89209,622.3245942
3046,75,2 Carfrae Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-082B,Carfrae Park - East,0,0,0,7761.125,577.236449
3047,76,50 Carfrae St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-082A,Charles Hunt Park,0,0,0,11165.4978,843.6851605
3048,77,80 Longview Crt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-084,Longview Park,0,0,0,1814.720703,261.2374426
3049,78,1210 Oxford St W,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,E, ,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,N,N,N,N, ,P-088,Sifton Bog Esa,0,0,0,345608.448,3821.582493
3050,79,510 Gainsborough Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,276.818,0,276.818,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-089,Gainsborough Valley Park,0,0,0,20382.12793,1095.333974
3051,80,427a Castlegrove Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,61.891,61.891,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-093,Peppertree Park,0,0,0,15064.68677,793.889266
3052,81,246 Epworth Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1999,0,38.2222,38.2222,0,0,0,2,1,N,N,N,N,, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-094,Broughdale Park,0,0,0,5275.085693,319.8638168
3053,82,5 St Lawrence Blvd,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,1999,0,80.6825,80.6825,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-095,St. Lawrence Park,0,0,0,17525.48047,585.192426
3054,83,12 Glass Ave,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1998,0,67.8282,67.8282,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-097,Glass Avenue Park,0,0,0,3925.987305,483.6783151
3055,84,650 Osgoode Dr,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,1,0,1,Westminster Optimist Park Community Pool,Outdoor,1,0,0,2,2013,0,524,524,1,0,0,6,2,N,N,N,N,D, ,N,N,N,N,N,6,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N, ,P-098,Westminster Optimist Park,0,0,0,21906.59741,683.3414012
3056,85,784 Viscount Rd,40,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1998,0,1287.5768,1287.5768,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,1,Y,N,N,Y,Y,N,N,N,N,N,N,N, ,P-099,Westmount Lions Park,0,0,0,71515.08521,2623.143255
3057,86,1428 Hastings Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0, ,0,3,0,0, , ,0,0,0,0, ,0,826.7529,826.7529,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,Y,N, ,P-100,Hastings Park,0,0,0,60534.22192,1263.91749
3058,87,640 Upper Queen St,0,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,3,0,0, , ,0,0,0,1,2003,66.7,1091.1,1157.8,0,0,0,2,1,N,N,N,N,D, ,Y,N,N,Y,N,14,Y,N,N,Y,Y,N,N,N,N,N,Y,N, ,P-101,Mitches Park,0,0,0,51921.24707,972.8232336
3059,88,385 Grand View Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,2019,275.0523,220,495,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,2,N,N,N,Y,N,N,N,N,N,N,N,N, ,P-102,Grand View Park,0,0,0,27439.21094,882.5283976
3060,89,323 Hudson Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2017,263.9,833.1,1097,0,0,0,3,2,N,N,N,N,N, ,N,N,N,N,N,3,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-103,Forest View Park,0,0,0,62313.77319,1625.890477
3061,90,234 Cairn St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,W, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-104,Three Valley Park,0,0,0,7497.807617,428.1253091
3062,91,1375 Clarke Rd,140,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,700.7065,700.7065,0,0,0,0,0,N,N,N,N,S, ,N,N,N,N,N,1,N,N,N,Y,Y,Y,N,N,N,N,Y,N, ,P-105,Ted Early Sports Complex,0,0,0,61903.74536,1311.60161
3063,92,561 Griffith St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1996,0,228.7815,228.7815,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-106,Griffith Street Park,0,0,0,22934.67749,726.9833987
3064,93,197 Wellington Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-107,Gartshore Park,0,0,0,5949.524902,358.9446576
3065,94,427 Wonderland Rd S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-108,Wonderland Road Park,0,0,0,673.4099121,119.8849181
3066,95,817 Nixon Ave,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,261.2,261.2,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,Y,N,N,Y,N,N,N,N,N, ,P-109,Cleardale Park,0,0,0,23635.51172,715.780774
3067,96,525 Hamilton Rd,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,89.3032,89.3032,0,0,0,0,0,N,N,N,N,,HOUSE CONVERTED,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-110,Hamilton Road Seniors Centre,0,0,0,2329.88501,242.9663038
3068,97,725 Grenfell Dr,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1, , ,0,0,1,1,2013,0,1123.6,1123.6,1,0,1,4,1,N,N,N,Y,D, ,N,N,N,N,N,8,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-111,Constitution Park,0,0,0,36674.55933,1023.287374
3069,98,185 Mcnay St,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,2000,0,716.541,716.541,1,0,0,2,1,N,N,N,N,, ,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-287,Huron Heights Park,0,0,0,27056.71387,782.2528606
3070,99,1050 Victoria Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,Northeast Recreation Centre Community Pool,Outdoor,1,1,0,0, ,0,558.9718,558.9718,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,N,N,Y,N, ,P-112,Northeast Park,0,0,0,26760.27734,1024.871713
3071,100,30 McDonald Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-114,Essex Park,0,0,0,9803.821533,646.2570444
3072,101,1220 Adelaide St N,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,379.2,379.2,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-115,Adelaide Street Wells Park,0,0,0,20445.00244,639.8413881
3073,102,196 Mcmaster Dr,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,445,180,625,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-117,Westmount Park,0,0,0,37873.8418,1092.301903
3074,103,28 Clarke Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-118,Clarke Road Park,0,0,0,376339.0361,3171.838332
3075,104,90 Mackay Ave,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-119,Euston Park,0,0,0,132280.5803,2186.594892
3076,105,29 Shaftesbury Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,39.5813,39.5813,0,0,0,0,0,N,N,N,N,N,2 DISC GOLF NETS,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-120,Stanhope Park,0,0,0,5939.925049,380.876553
3077,106,325 Egerton St,0,25,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2006,0,548.2192,548.2192,1,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,3,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-121,Cnra Park,0,0,0,31787.24805,888.643223
3078,107,200 Hill St,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,368.0493,368.0493,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-122,Hill Street Park,0,0,0,10390.47461,926.9599624
3079,108,1250 Richmond St,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,946.8731,946.8731,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-123,Ross Park,0,0,0,69748.27417,1755.76935
3080,109,2225 Colonel Talbot Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-124,Byron View Park,0,0,0,106002.2415,2179.646115
3081,110,444 Kathleen Ave,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-125,Mildred Barons Park,0,0,0,11144.41064,465.4152781
3082,111,1278 Jalna Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,532.5243,532.5243,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-296,Jalna South Park,0,0,0,18968.2478,953.1817324
3083,112,1119 Jalna Blvd,0,195,2,2,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0, ,0,2,0,0, , ,0,1,0,3,2003,0,3684.7406,3684.7406,2,0,0,10,4,N,N,N,N,,Tile surfacing,N,N,N,N,N,1,N,N,N,N,N,Y,N,N,N,N,Y,N, ,P-126,White Oaks Park,0,0,0,140078.0535,3286.984292
3084,113,1735 Culver Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2019,0,106.32,106.32,1,0,0,4,1,N,N,N,N,, ,N,N,N,N,N,4,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-127,Culver Park,0,0,0,21208.85327,805.5316782
3085,114,25 Fourwinds Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2000,0,118.7212,118.7212,0,0,0,2,1,N,N,N,N,, ,N,N,N,N,N,1,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-129,Somerset Woods,0,0,0,64853.17993,2005.814142
3086,115,150 Vaubois Pl,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,1,0, ,0,401.5291,401.5291,0,0,0,4,1,N,N,N,N,D, ,N,N,N,N,N,2,N,N,N,N,Y,N,Y,N,N,N,N,N, ,P-130,Bonaventure Meadows Park,0,0,0,34495.83569,851.6527901
3087,116,1071 Farnsborough Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0,,0,138.6523,138.6523,0,0,0,,,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-131,Farnsborough Park,0,0,0,6787.520996,327.8143182
3088,117,996 Thistledown Way,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,58.3038,58.3038,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-132,Thistledown Park,0,0,0,19374.97949,631.5144561
3089,118,500 Hyde Park Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,E, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-133,Hyde Park Woods,0,0,0,38039.05591,1056.829156
3090,119,102 Brandy Lane Rd,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,2,2012/2019,0,629.1454,629.1454,0,0,0,2,1,N,N,N,N,N,BIKE RACK,N,N,N,N,N,6,N,N,N,Y,Y,N,N,N,N,N,Y,N, ,P-134,Gainsborough Meadows,0,0,0,29983.10889,930.1283215
3091,120,80 Chalet Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2008,0,782,782,0,0,0,2,1,N,N,N,N,,LOOK OUT (WALL & ARBOR),N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-135,Scenic View Park,0,0,0,24459.37451,1955.247475
3092,121,730 Proudfoot Lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-139B,Proudfoot Park - East,0,0,0,16812.6084,676.7755504
3093,122,693 Proudfoot Lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,Y, ,P-139A,Proudfoot Park - West,0,0,0,19491.62695,724.0375992
3094,123,580 Boler Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,82.6543,82.6543,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-140,Boler Road Park,0,0,0,3648.927734,474.9711622
3095,124,55 Danielle Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2017,0,215.7125,215.7125,1,0,0,2,1,N,N,N,Y,N, ,N,N,N,N,N,3,N,N,Y,Y,Y,N,N,N,N,N,Y,N, ,P-141,River East Optimist Park,0,0,0,17544.41602,658.5918776
3096,125,430 Hyde Park Rd,40,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0, ,0,0,0,0, , ,0,0,0,1,2002,0,225.6472,225.6472,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-142,Hazelden Park,0,0,0,37530.99121,934.503334
3097,126,136 Cavendish Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,1575.929,63.2649,1639.1938,0,0,0,4,1,N,N,N,N,, ,N,N,N,N,N,4,N,N,N,N,N,N,N,N,N,N,N,N, ,P-144A,Cavendish Park,0,0,0,131801.4812,3105.102545
3098,127,145 Rhine Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0, , ,0,0,0,1,2002,0,232.9418,232.9418,0,1,0,2,1,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-145,Flanders Park,0,0,0,6537.991699,345.0082695
3099,128,449 Barker St,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1, , ,0,0,1,2,2010,0,1296.7,1296.7,0,0,0,4,1,N,N,N,Y,, ,N,N,N,N,Y,0,N,Y,N,Y,Y,N,Y,N,N,N,N,N, ,P-146,Ed Blake Park,0,0,0,56317.30469,1028.338478
3100,129,325 Highview Ave E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-147,Highview Park,0,0,0,2706.111084,324.3719125
3101,130,1010 Princess Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,1, , ,0,0,0,0, ,0,36.6166,36.6166,1,1,0,0,0,N,N,N,N,N,Street hockey/ice hockey on multi-use pad,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-148A,Boyle Park,0,0,2,3189.950684,242.417474
3102,131,530 Charlotte St,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0, ,0,0,0,0, , ,0,0,0,2,1995/2017,0,353.4,353.4,0,0,0,8,2,N,Y,N,N,, ,N,N,N,N,N,4,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-148B,Boyle Community Centre / Park,0,0,0,8577.763428,376.1882404
3103,132,65 Elvira Cres,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2009,0,494.2074,494.2074,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,4,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-149,Ashley Oaks Park,0,0,0,26689.96191,919.2585141
3104,133,500 Huron St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,703.7594,703.7594,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-150,Huron Street Woods,0,0,0,140347.9521,2173.518248
3105,134,560 Bradley Ave,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2002,0,1547.6,1547.6,0,0,1,2,1,N,N,N,N,D, ,N,N,N,N,N,0,N,N,N,Y,N,N,Y,N,N,N,N,N, ,P-151,White Oaks Optimist Park,0,0,0,55964.11084,2139.674801
3106,135,552 Crestwood Dr,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,Y, ,P-152,Garden Plots,0,0,0,40553.56348,949.2373788
3107,136,328 Castlegrove Blvd,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,2000,0,527.1287,527.1287,1,0,0,2,1,N,N,N,N,N,ADULT FITNESS EQUIPMENT - 2018,N,N,N,N,N,3,N,N,N,N,Y,N,N,N,Y,N,Y,N, ,P-153,Chesham Heights Park,0,0,0,37305.50537,879.9159292
3108,137,741 Lenore St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-154,Belmont Park,0,0,0,7848.166016,424.5718952
3109,138,2150 River Rd,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-155,River Road Park,0,0,0,139611.9688,1529.047488
3110,139,2115 River Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,Y,N,N,N,0,Y,Y,N,N,Y,Y,N,N,N,N,N,N, ,P-156,River Road Golf Course,0,0,0,521256.0718,5159.211453
3111,140,799 Homeview Rd,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Earl Nichols Arena,3,0,0,0, , ,0,0,0,1,2012,0,773.4816,773.4816,1,1,0,4,1,N,N,Y,N,,"HALL, MEETING ROOM",N,N,N,N,N,6,N,N,N,N,N,N,N,N,N,N,N,N, ,P-157,Earl Nichols Park And Arena,0,0,0,44233.96851,1206.524869
3112,141,457 Belvedere Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,1,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,N,N,N,N, ,P-158,Belvedere Place Park,0,0,0,6231.291016,387.9386094
3113,142,1560 Commissioners Rd W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0,1995,3736.2708,441.6053,4177.8761,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-159,Warbler Woods Esa,0,0,0,403102.6504,6641.466412
3114,143,69 Lynngate Grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1999,0,38.1165,38.1165,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-160,Lynngate Grove Park,0,0,0,6655.611328,341.0780009
3115,144,205 South St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2019,0,717.4081,717.4081,0,1,0,0,0,N,N,N,N,,RUBBER SAFETY SURFACING,N,N,N,N,N,2,N,N,N,Y,Y,N,N,N,N,N,Y,N, ,P-161,Richard B. Harrison Park,0,0,0,37842.3335,932.8307998
